,bucket_en_entier,bucket,ID,Sex,Good sex prediction,age,Age predicted
32889,4,"(30, 35]",32890.0,0.0,1.0,31.0,1.0
13760,7,"(45, 65]",13761.0,0.0,1.0,47.0,3.0
38903,6,"(40, 45]",38904.0,1.0,1.0,43.0,2.0
27796,7,"(45, 65]",27797.0,0.0,0.0,57.0,1.0
2846,4,"(30, 35]",2847.0,0.0,0.0,34.0,1.0
25448,7,"(45, 65]",25449.0,0.0,1.0,51.0,1.0
7367,3,"(25, 30]",7368.0,0.0,0.0,27.0,3.0
28429,7,"(45, 65]",28430.0,1.0,1.0,49.0,2.0
33622,9,"(70, 150]",33623.0,1.0,0.0,75.0,1.0
36551,7,"(45, 65]",36552.0,1.0,1.0,57.0,3.0
17090,6,"(40, 45]",17091.0,1.0,1.0,41.0,3.0
31582,5,"(35, 40]",31583.0,0.0,0.0,37.0,1.0
37046,4,"(30, 35]",37047.0,1.0,1.0,33.0,3.0
34432,5,"(35, 40]",34433.0,0.0,1.0,38.0,1.0
1047,7,"(45, 65]",1048.0,1.0,1.0,59.0,3.0
14542,5,"(35, 40]",14543.0,1.0,1.0,40.0,1.0
32682,2,"(20, 25]",32683.0,0.0,0.0,23.0,0.0
2312,6,"(40, 45]",2313.0,0.0,0.0,43.0,1.0
7876,4,"(30, 35]",7877.0,0.0,1.0,31.0,1.0
14222,7,"(45, 65]",14223.0,1.0,1.0,48.0,1.0
25735,7,"(45, 65]",25736.0,0.0,0.0,50.0,1.0
29811,7,"(45, 65]",29812.0,0.0,1.0,51.0,1.0
33496,3,"(25, 30]",33497.0,0.0,1.0,30.0,1.0
24472,6,"(40, 45]",24473.0,1.0,1.0,41.0,2.0
32028,6,"(40, 45]",32029.0,0.0,0.0,45.0,1.0
31913,7,"(45, 65]",31914.0,0.0,0.0,47.0,1.0
18882,2,"(20, 25]",18883.0,1.0,1.0,24.0,1.0
21361,7,"(45, 65]",21362.0,0.0,0.0,54.0,3.0
23655,7,"(45, 65]",23656.0,0.0,0.0,54.0,1.0
24099,3,"(25, 30]",24100.0,1.0,1.0,30.0,1.0
34337,7,"(45, 65]",34338.0,0.0,0.0,60.0,1.0
34778,7,"(45, 65]",34779.0,0.0,0.0,61.0,1.0
14576,7,"(45, 65]",14577.0,0.0,0.0,60.0,1.0
30328,7,"(45, 65]",30329.0,0.0,1.0,62.0,1.0
31568,9,"(70, 150]",31569.0,0.0,0.0,85.0,1.0
2224,4,"(30, 35]",2225.0,0.0,1.0,35.0,2.0
21501,4,"(30, 35]",21502.0,0.0,1.0,31.0,1.0
9400,3,"(25, 30]",9401.0,0.0,0.0,29.0,1.0
23808,4,"(30, 35]",23809.0,1.0,1.0,34.0,1.0
3066,6,"(40, 45]",3067.0,0.0,1.0,44.0,3.0
30621,9,"(70, 150]",30622.0,1.0,1.0,72.0,2.0
10170,7,"(45, 65]",10171.0,1.0,1.0,62.0,1.0
29871,7,"(45, 65]",29872.0,0.0,0.0,62.0,3.0
31654,4,"(30, 35]",31655.0,0.0,1.0,31.0,1.0
18774,4,"(30, 35]",18775.0,1.0,1.0,31.0,1.0
17512,4,"(30, 35]",17513.0,1.0,1.0,33.0,3.0
22836,5,"(35, 40]",22837.0,0.0,0.0,37.0,1.0
24262,7,"(45, 65]",24263.0,1.0,1.0,64.0,2.0
27139,7,"(45, 65]",27140.0,0.0,0.0,54.0,1.0
14309,4,"(30, 35]",14310.0,0.0,1.0,32.0,1.0
38528,4,"(30, 35]",38529.0,0.0,0.0,33.0,1.0
22095,5,"(35, 40]",22096.0,1.0,1.0,38.0,3.0
19621,7,"(45, 65]",19622.0,0.0,0.0,65.0,1.0
36399,7,"(45, 65]",36400.0,1.0,1.0,65.0,3.0
3134,5,"(35, 40]",3135.0,1.0,0.0,36.0,2.0
30181,4,"(30, 35]",30182.0,0.0,0.0,34.0,1.0
34567,8,"(65, 70]",34568.0,1.0,1.0,66.0,2.0
18078,6,"(40, 45]",18079.0,1.0,1.0,44.0,1.0
6331,7,"(45, 65]",6332.0,0.0,1.0,64.0,1.0
37182,7,"(45, 65]",37183.0,0.0,1.0,61.0,1.0
16883,6,"(40, 45]",16884.0,0.0,1.0,45.0,3.0
15014,7,"(45, 65]",15015.0,0.0,0.0,56.0,1.0
25296,7,"(45, 65]",25297.0,0.0,0.0,54.0,1.0
8039,6,"(40, 45]",8040.0,0.0,1.0,41.0,1.0
21911,3,"(25, 30]",21912.0,0.0,1.0,27.0,1.0
29876,7,"(45, 65]",29877.0,0.0,1.0,48.0,1.0
9766,7,"(45, 65]",9767.0,1.0,1.0,60.0,1.0
1598,5,"(35, 40]",1599.0,1.0,0.0,39.0,2.0
26718,7,"(45, 65]",26719.0,0.0,0.0,48.0,2.0
31992,5,"(35, 40]",31993.0,1.0,1.0,38.0,1.0
32576,5,"(35, 40]",32577.0,1.0,1.0,36.0,1.0
17050,9,"(70, 150]",17051.0,1.0,1.0,74.0,1.0
17656,7,"(45, 65]",17657.0,0.0,0.0,55.0,2.0
28833,6,"(40, 45]",28834.0,0.0,1.0,42.0,2.0
36066,7,"(45, 65]",36067.0,1.0,1.0,46.0,3.0
35178,7,"(45, 65]",35179.0,1.0,1.0,55.0,2.0
13002,2,"(20, 25]",13003.0,1.0,0.0,24.0,1.0
25954,9,"(70, 150]",25955.0,1.0,1.0,76.0,1.0
38307,3,"(25, 30]",38308.0,0.0,1.0,30.0,0.0
35841,6,"(40, 45]",35842.0,1.0,1.0,44.0,3.0
9532,7,"(45, 65]",9533.0,1.0,1.0,47.0,3.0
35482,5,"(35, 40]",35483.0,0.0,1.0,39.0,2.0
22987,5,"(35, 40]",22988.0,0.0,1.0,38.0,1.0
6269,4,"(30, 35]",6270.0,0.0,1.0,32.0,2.0
35271,5,"(35, 40]",35272.0,1.0,0.0,37.0,1.0
38003,4,"(30, 35]",38004.0,0.0,0.0,35.0,1.0
33744,3,"(25, 30]",33745.0,1.0,0.0,27.0,3.0
18608,2,"(20, 25]",18609.0,1.0,1.0,25.0,1.0
35695,5,"(35, 40]",35696.0,1.0,1.0,36.0,1.0
15321,7,"(45, 65]",15322.0,0.0,0.0,63.0,2.0
7649,7,"(45, 65]",7650.0,1.0,1.0,46.0,1.0
23675,7,"(45, 65]",23676.0,0.0,0.0,57.0,3.0
14366,4,"(30, 35]",14367.0,0.0,1.0,34.0,2.0
34025,7,"(45, 65]",34026.0,1.0,1.0,52.0,3.0
3272,7,"(45, 65]",3273.0,1.0,1.0,49.0,1.0
34716,7,"(45, 65]",34717.0,1.0,1.0,58.0,1.0
28079,7,"(45, 65]",28080.0,0.0,0.0,61.0,1.0
17684,7,"(45, 65]",17685.0,0.0,0.0,53.0,3.0
17443,7,"(45, 65]",17444.0,1.0,1.0,52.0,1.0
30799,7,"(45, 65]",30800.0,0.0,0.0,54.0,1.0
4328,9,"(70, 150]",4329.0,1.0,1.0,72.0,1.0
16993,7,"(45, 65]",16994.0,0.0,0.0,62.0,1.0
9381,7,"(45, 65]",9382.0,1.0,1.0,50.0,2.0
17690,9,"(70, 150]",17691.0,1.0,0.0,71.0,1.0
16573,4,"(30, 35]",16574.0,0.0,1.0,33.0,3.0
11084,7,"(45, 65]",11085.0,0.0,1.0,63.0,1.0
1080,6,"(40, 45]",1081.0,0.0,1.0,41.0,3.0
1565,7,"(45, 65]",1566.0,1.0,0.0,51.0,3.0
22564,6,"(40, 45]",22565.0,0.0,1.0,44.0,3.0
7800,7,"(45, 65]",7801.0,1.0,1.0,65.0,2.0
8040,7,"(45, 65]",8041.0,0.0,1.0,46.0,3.0
22408,7,"(45, 65]",22409.0,1.0,1.0,61.0,1.0
20329,9,"(70, 150]",20330.0,1.0,1.0,73.0,1.0
9645,8,"(65, 70]",9646.0,0.0,0.0,70.0,1.0
19990,7,"(45, 65]",19991.0,1.0,1.0,48.0,1.0
23407,4,"(30, 35]",23408.0,0.0,0.0,33.0,1.0
36953,4,"(30, 35]",36954.0,0.0,1.0,33.0,1.0
3826,5,"(35, 40]",3827.0,0.0,0.0,38.0,1.0
22299,7,"(45, 65]",22300.0,0.0,0.0,46.0,1.0
7283,6,"(40, 45]",7284.0,0.0,1.0,44.0,3.0
16406,5,"(35, 40]",16407.0,0.0,0.0,36.0,1.0
8921,7,"(45, 65]",8922.0,1.0,1.0,48.0,1.0
29867,3,"(25, 30]",29868.0,0.0,0.0,27.0,2.0
9134,3,"(25, 30]",9135.0,0.0,0.0,27.0,2.0
1110,3,"(25, 30]",1111.0,0.0,1.0,26.0,2.0
9048,7,"(45, 65]",9049.0,0.0,0.0,46.0,1.0
4386,6,"(40, 45]",4387.0,0.0,0.0,45.0,1.0
7627,5,"(35, 40]",7628.0,1.0,1.0,39.0,3.0
36965,5,"(35, 40]",36966.0,0.0,1.0,36.0,3.0
27022,7,"(45, 65]",27023.0,1.0,1.0,62.0,0.0
33917,7,"(45, 65]",33918.0,0.0,0.0,64.0,1.0
29779,5,"(35, 40]",29780.0,0.0,1.0,37.0,2.0
30578,3,"(25, 30]",30579.0,0.0,1.0,29.0,1.0
27356,9,"(70, 150]",27357.0,0.0,1.0,74.0,2.0
33384,3,"(25, 30]",33385.0,0.0,0.0,29.0,2.0
35828,7,"(45, 65]",35829.0,1.0,1.0,48.0,3.0
6920,7,"(45, 65]",6921.0,0.0,0.0,62.0,1.0
6828,9,"(70, 150]",6829.0,1.0,1.0,74.0,3.0
30346,6,"(40, 45]",30347.0,1.0,1.0,45.0,1.0
9926,8,"(65, 70]",9927.0,0.0,0.0,66.0,1.0
189,4,"(30, 35]",190.0,1.0,1.0,33.0,1.0
21218,7,"(45, 65]",21219.0,1.0,1.0,59.0,1.0
25995,7,"(45, 65]",25996.0,1.0,0.0,56.0,1.0
15702,2,"(20, 25]",15703.0,1.0,1.0,24.0,1.0
17630,6,"(40, 45]",17631.0,0.0,0.0,45.0,2.0
36196,7,"(45, 65]",36197.0,1.0,1.0,48.0,1.0
3994,8,"(65, 70]",3995.0,1.0,1.0,67.0,3.0
35502,7,"(45, 65]",35503.0,0.0,0.0,57.0,3.0
27748,4,"(30, 35]",27749.0,0.0,1.0,35.0,1.0
4734,3,"(25, 30]",4735.0,0.0,0.0,29.0,1.0
1493,9,"(70, 150]",1494.0,0.0,0.0,80.0,1.0
12991,1,"(18, 20]",12992.0,1.0,1.0,19.0,2.0
20216,6,"(40, 45]",20217.0,1.0,0.0,45.0,2.0
59,7,"(45, 65]",60.0,1.0,1.0,61.0,1.0
2037,7,"(45, 65]",2038.0,0.0,1.0,51.0,3.0
23470,5,"(35, 40]",23471.0,0.0,0.0,40.0,0.0
10510,8,"(65, 70]",10511.0,0.0,1.0,70.0,1.0
16854,7,"(45, 65]",16855.0,1.0,1.0,59.0,1.0
31688,3,"(25, 30]",31689.0,0.0,1.0,26.0,1.0
23783,9,"(70, 150]",23784.0,1.0,1.0,78.0,1.0
24373,7,"(45, 65]",24374.0,1.0,1.0,53.0,1.0
11671,5,"(35, 40]",11672.0,0.0,1.0,36.0,2.0
35071,2,"(20, 25]",35072.0,1.0,1.0,22.0,1.0
4120,7,"(45, 65]",4121.0,1.0,1.0,48.0,2.0
16806,2,"(20, 25]",16807.0,0.0,1.0,22.0,0.0
3006,7,"(45, 65]",3007.0,0.0,0.0,53.0,3.0
33331,7,"(45, 65]",33332.0,0.0,0.0,57.0,1.0
24794,7,"(45, 65]",24795.0,1.0,1.0,50.0,3.0
26119,2,"(20, 25]",26120.0,0.0,0.0,25.0,1.0
27052,5,"(35, 40]",27053.0,1.0,0.0,39.0,1.0
5088,3,"(25, 30]",5089.0,0.0,1.0,26.0,1.0
17053,7,"(45, 65]",17054.0,1.0,1.0,46.0,1.0
35667,7,"(45, 65]",35668.0,1.0,1.0,56.0,2.0
21853,7,"(45, 65]",21854.0,1.0,1.0,50.0,2.0
31790,4,"(30, 35]",31791.0,0.0,1.0,33.0,1.0
12505,8,"(65, 70]",12506.0,1.0,1.0,69.0,1.0
36225,4,"(30, 35]",36226.0,0.0,1.0,34.0,0.0
11269,7,"(45, 65]",11270.0,1.0,1.0,46.0,1.0
30201,7,"(45, 65]",30202.0,1.0,1.0,54.0,1.0
20941,5,"(35, 40]",20942.0,0.0,1.0,40.0,2.0
18532,6,"(40, 45]",18533.0,1.0,1.0,43.0,2.0
34545,4,"(30, 35]",34546.0,0.0,1.0,33.0,1.0
36089,2,"(20, 25]",36090.0,1.0,1.0,22.0,1.0
35947,7,"(45, 65]",35948.0,1.0,1.0,62.0,1.0
31609,7,"(45, 65]",31610.0,1.0,1.0,62.0,1.0
30097,7,"(45, 65]",30098.0,0.0,0.0,60.0,1.0
17559,7,"(45, 65]",17560.0,0.0,0.0,46.0,1.0
13236,7,"(45, 65]",13237.0,0.0,0.0,54.0,1.0
26217,7,"(45, 65]",26218.0,0.0,1.0,64.0,1.0
2710,4,"(30, 35]",2711.0,0.0,1.0,31.0,2.0
31631,1,"(18, 20]",31632.0,1.0,0.0,20.0,0.0
14881,3,"(25, 30]",14882.0,1.0,1.0,30.0,1.0
21772,7,"(45, 65]",21773.0,0.0,1.0,57.0,0.0
6719,7,"(45, 65]",6720.0,0.0,0.0,64.0,1.0
10639,7,"(45, 65]",10640.0,0.0,0.0,51.0,1.0
11707,2,"(20, 25]",11708.0,0.0,0.0,24.0,1.0
714,8,"(65, 70]",715.0,0.0,1.0,67.0,1.0
1936,7,"(45, 65]",1937.0,0.0,0.0,58.0,1.0
29030,7,"(45, 65]",29031.0,0.0,1.0,55.0,1.0
24571,3,"(25, 30]",24572.0,0.0,0.0,27.0,1.0
8130,7,"(45, 65]",8131.0,0.0,1.0,62.0,1.0
20773,4,"(30, 35]",20774.0,0.0,1.0,33.0,1.0
30243,7,"(45, 65]",30244.0,0.0,0.0,53.0,1.0
13636,7,"(45, 65]",13637.0,0.0,1.0,57.0,1.0
23891,6,"(40, 45]",23892.0,0.0,1.0,44.0,2.0
32015,5,"(35, 40]",32016.0,1.0,0.0,40.0,2.0
29689,9,"(70, 150]",29690.0,1.0,1.0,72.0,1.0
10294,4,"(30, 35]",10295.0,0.0,0.0,32.0,1.0
37352,5,"(35, 40]",37353.0,1.0,1.0,38.0,1.0
9258,7,"(45, 65]",9259.0,0.0,1.0,46.0,2.0
767,7,"(45, 65]",768.0,0.0,1.0,47.0,2.0
15737,6,"(40, 45]",15738.0,0.0,1.0,45.0,1.0
19401,7,"(45, 65]",19402.0,0.0,0.0,62.0,1.0
17552,7,"(45, 65]",17553.0,0.0,0.0,46.0,1.0
1067,2,"(20, 25]",1068.0,1.0,1.0,23.0,2.0
33328,6,"(40, 45]",33329.0,1.0,0.0,45.0,2.0
16492,5,"(35, 40]",16493.0,0.0,0.0,40.0,1.0
16938,3,"(25, 30]",16939.0,0.0,0.0,28.0,1.0
25425,6,"(40, 45]",25426.0,0.0,1.0,42.0,1.0
38360,7,"(45, 65]",38361.0,1.0,1.0,63.0,5.0
19852,6,"(40, 45]",19853.0,0.0,0.0,44.0,1.0
35416,5,"(35, 40]",35417.0,1.0,1.0,38.0,1.0
28190,6,"(40, 45]",28191.0,0.0,0.0,41.0,1.0
24341,4,"(30, 35]",24342.0,1.0,1.0,34.0,1.0
25933,7,"(45, 65]",25934.0,1.0,1.0,61.0,3.0
3647,7,"(45, 65]",3648.0,0.0,1.0,50.0,3.0
18970,7,"(45, 65]",18971.0,0.0,0.0,46.0,1.0
33322,8,"(65, 70]",33323.0,1.0,1.0,70.0,1.0
16524,1,"(18, 20]",16525.0,0.0,0.0,19.0,1.0
6904,5,"(35, 40]",6905.0,1.0,0.0,40.0,1.0
15111,2,"(20, 25]",15112.0,1.0,1.0,25.0,2.0
3869,6,"(40, 45]",3870.0,0.0,1.0,45.0,1.0
24939,1,"(18, 20]",24940.0,0.0,0.0,20.0,3.0
3780,5,"(35, 40]",3781.0,1.0,1.0,40.0,3.0
5740,3,"(25, 30]",5741.0,0.0,1.0,26.0,1.0
36742,7,"(45, 65]",36743.0,1.0,1.0,58.0,1.0
11751,7,"(45, 65]",11752.0,0.0,0.0,56.0,1.0
14359,7,"(45, 65]",14360.0,1.0,1.0,52.0,3.0
38399,7,"(45, 65]",38400.0,0.0,0.0,50.0,1.0
27163,7,"(45, 65]",27164.0,1.0,1.0,54.0,2.0
24971,8,"(65, 70]",24972.0,1.0,1.0,68.0,1.0
6206,7,"(45, 65]",6207.0,0.0,0.0,63.0,3.0
33873,7,"(45, 65]",33874.0,1.0,1.0,47.0,1.0
2255,7,"(45, 65]",2256.0,1.0,1.0,50.0,3.0
35599,8,"(65, 70]",35600.0,1.0,0.0,66.0,1.0
32415,9,"(70, 150]",32416.0,0.0,0.0,75.0,3.0
33670,6,"(40, 45]",33671.0,1.0,1.0,44.0,1.0
37816,2,"(20, 25]",37817.0,1.0,1.0,25.0,1.0
9518,7,"(45, 65]",9519.0,0.0,0.0,64.0,1.0
34713,2,"(20, 25]",34714.0,0.0,0.0,21.0,1.0
3197,7,"(45, 65]",3198.0,0.0,0.0,61.0,1.0
13099,5,"(35, 40]",13100.0,0.0,1.0,36.0,0.0
10612,7,"(45, 65]",10613.0,1.0,1.0,54.0,2.0
19905,9,"(70, 150]",19906.0,0.0,0.0,73.0,1.0
35063,3,"(25, 30]",35064.0,0.0,1.0,27.0,3.0
11453,4,"(30, 35]",11454.0,1.0,0.0,33.0,2.0
27506,7,"(45, 65]",27507.0,1.0,1.0,62.0,2.0
14820,7,"(45, 65]",14821.0,0.0,0.0,60.0,2.0
11857,7,"(45, 65]",11858.0,0.0,0.0,52.0,1.0
1222,5,"(35, 40]",1223.0,0.0,1.0,39.0,3.0
12364,7,"(45, 65]",12365.0,0.0,0.0,52.0,3.0
32960,4,"(30, 35]",32961.0,0.0,1.0,34.0,1.0
28755,7,"(45, 65]",28756.0,1.0,1.0,48.0,1.0
2811,3,"(25, 30]",2812.0,0.0,0.0,29.0,1.0
16339,5,"(35, 40]",16340.0,0.0,1.0,36.0,1.0
23050,7,"(45, 65]",23051.0,1.0,1.0,59.0,1.0
12784,7,"(45, 65]",12785.0,1.0,1.0,49.0,1.0
33697,7,"(45, 65]",33698.0,0.0,0.0,58.0,1.0
29989,7,"(45, 65]",29990.0,0.0,1.0,53.0,1.0
18798,7,"(45, 65]",18799.0,1.0,1.0,54.0,1.0
9592,7,"(45, 65]",9593.0,0.0,0.0,65.0,1.0
21422,9,"(70, 150]",21423.0,1.0,1.0,81.0,1.0
14273,8,"(65, 70]",14274.0,1.0,1.0,66.0,1.0
35811,5,"(35, 40]",35812.0,1.0,1.0,38.0,1.0
2854,7,"(45, 65]",2855.0,0.0,1.0,48.0,1.0
36056,5,"(35, 40]",36057.0,1.0,1.0,36.0,1.0
22357,5,"(35, 40]",22358.0,0.0,1.0,37.0,1.0
34484,5,"(35, 40]",34485.0,0.0,0.0,36.0,1.0
27801,7,"(45, 65]",27802.0,0.0,1.0,49.0,3.0
14326,7,"(45, 65]",14327.0,0.0,0.0,49.0,1.0
28789,8,"(65, 70]",28790.0,0.0,0.0,70.0,1.0
2999,4,"(30, 35]",3000.0,1.0,0.0,32.0,2.0
32941,4,"(30, 35]",32942.0,1.0,1.0,34.0,3.0
20622,7,"(45, 65]",20623.0,0.0,0.0,51.0,1.0
22468,5,"(35, 40]",22469.0,0.0,1.0,36.0,0.0
12231,6,"(40, 45]",12232.0,1.0,1.0,42.0,1.0
18565,3,"(25, 30]",18566.0,0.0,0.0,28.0,2.0
407,7,"(45, 65]",408.0,0.0,0.0,46.0,3.0
19174,3,"(25, 30]",19175.0,0.0,1.0,27.0,1.0
33201,7,"(45, 65]",33202.0,1.0,1.0,58.0,3.0
16970,7,"(45, 65]",16971.0,0.0,1.0,48.0,1.0
29666,6,"(40, 45]",29667.0,0.0,0.0,43.0,1.0
25811,3,"(25, 30]",25812.0,0.0,1.0,26.0,1.0
12244,7,"(45, 65]",12245.0,0.0,1.0,47.0,3.0
3236,4,"(30, 35]",3237.0,0.0,1.0,33.0,2.0
28667,8,"(65, 70]",28668.0,1.0,1.0,67.0,3.0
516,3,"(25, 30]",517.0,0.0,1.0,27.0,2.0
5310,7,"(45, 65]",5311.0,0.0,1.0,49.0,3.0
38739,2,"(20, 25]",38740.0,0.0,0.0,24.0,3.0
38804,3,"(25, 30]",38805.0,1.0,1.0,27.0,2.0
9548,8,"(65, 70]",9549.0,1.0,0.0,66.0,3.0
27307,7,"(45, 65]",27308.0,1.0,1.0,61.0,1.0
18399,6,"(40, 45]",18400.0,0.0,1.0,44.0,1.0
499,7,"(45, 65]",500.0,1.0,1.0,58.0,1.0
10346,7,"(45, 65]",10347.0,0.0,0.0,65.0,1.0
23501,5,"(35, 40]",23502.0,0.0,1.0,37.0,1.0
21562,7,"(45, 65]",21563.0,0.0,1.0,65.0,1.0
13395,6,"(40, 45]",13396.0,1.0,1.0,43.0,3.0
28103,8,"(65, 70]",28104.0,1.0,1.0,67.0,1.0
24703,3,"(25, 30]",24704.0,1.0,1.0,26.0,3.0
25906,7,"(45, 65]",25907.0,1.0,1.0,55.0,2.0
13364,7,"(45, 65]",13365.0,1.0,1.0,51.0,2.0
25303,7,"(45, 65]",25304.0,1.0,1.0,47.0,3.0
21725,4,"(30, 35]",21726.0,0.0,0.0,34.0,3.0
23060,7,"(45, 65]",23061.0,0.0,0.0,52.0,2.0
38641,4,"(30, 35]",38642.0,0.0,0.0,31.0,2.0
38426,4,"(30, 35]",38427.0,1.0,1.0,33.0,1.0
700,6,"(40, 45]",701.0,1.0,1.0,42.0,1.0
32387,7,"(45, 65]",32388.0,0.0,0.0,50.0,0.0
35052,9,"(70, 150]",35053.0,0.0,1.0,73.0,1.0
2785,7,"(45, 65]",2786.0,0.0,0.0,51.0,1.0
15853,5,"(35, 40]",15854.0,0.0,1.0,38.0,3.0
22293,6,"(40, 45]",22294.0,1.0,1.0,43.0,1.0
6079,7,"(45, 65]",6080.0,0.0,0.0,60.0,1.0
19439,7,"(45, 65]",19440.0,1.0,1.0,53.0,1.0
37772,4,"(30, 35]",37773.0,0.0,0.0,34.0,2.0
26641,6,"(40, 45]",26642.0,1.0,1.0,41.0,3.0
6009,9,"(70, 150]",6010.0,1.0,1.0,72.0,1.0
21795,4,"(30, 35]",21796.0,0.0,1.0,33.0,2.0
15008,7,"(45, 65]",15009.0,1.0,1.0,51.0,3.0
7757,4,"(30, 35]",7758.0,0.0,1.0,35.0,3.0
26993,9,"(70, 150]",26994.0,0.0,0.0,72.0,1.0
22322,4,"(30, 35]",22323.0,0.0,0.0,34.0,0.0
21538,7,"(45, 65]",21539.0,1.0,1.0,59.0,2.0
25982,7,"(45, 65]",25983.0,0.0,1.0,49.0,1.0
5845,4,"(30, 35]",5846.0,1.0,1.0,31.0,1.0
8685,8,"(65, 70]",8686.0,1.0,1.0,69.0,1.0
22926,5,"(35, 40]",22927.0,1.0,1.0,39.0,2.0
7106,3,"(25, 30]",7107.0,0.0,1.0,28.0,3.0
921,7,"(45, 65]",922.0,0.0,0.0,62.0,1.0
23270,7,"(45, 65]",23271.0,0.0,1.0,53.0,2.0
1477,5,"(35, 40]",1478.0,0.0,1.0,37.0,2.0
10965,3,"(25, 30]",10966.0,0.0,0.0,26.0,1.0
7476,4,"(30, 35]",7477.0,0.0,1.0,31.0,3.0
35793,3,"(25, 30]",35794.0,1.0,1.0,29.0,1.0
19330,6,"(40, 45]",19331.0,1.0,1.0,41.0,3.0
4945,6,"(40, 45]",4946.0,1.0,1.0,43.0,1.0
18928,7,"(45, 65]",18929.0,1.0,1.0,48.0,3.0
28724,7,"(45, 65]",28725.0,0.0,0.0,61.0,1.0
8195,4,"(30, 35]",8196.0,0.0,1.0,34.0,3.0
22123,7,"(45, 65]",22124.0,1.0,1.0,64.0,3.0
24917,7,"(45, 65]",24918.0,1.0,1.0,64.0,1.0
15481,4,"(30, 35]",15482.0,1.0,1.0,33.0,1.0
23039,7,"(45, 65]",23040.0,0.0,1.0,61.0,1.0
26423,3,"(25, 30]",26424.0,0.0,1.0,30.0,3.0
23663,4,"(30, 35]",23664.0,0.0,0.0,34.0,1.0
21879,5,"(35, 40]",21880.0,1.0,1.0,38.0,3.0
22282,5,"(35, 40]",22283.0,0.0,0.0,36.0,1.0
22341,6,"(40, 45]",22342.0,1.0,1.0,45.0,1.0
11158,7,"(45, 65]",11159.0,0.0,1.0,47.0,1.0
32661,6,"(40, 45]",32662.0,0.0,1.0,42.0,3.0
3500,6,"(40, 45]",3501.0,0.0,1.0,45.0,3.0
3093,5,"(35, 40]",3094.0,1.0,1.0,40.0,1.0
7325,7,"(45, 65]",7326.0,0.0,1.0,47.0,1.0
2576,6,"(40, 45]",2577.0,0.0,1.0,45.0,3.0
33311,7,"(45, 65]",33312.0,0.0,0.0,50.0,1.0
7637,6,"(40, 45]",7638.0,0.0,1.0,45.0,2.0
32186,7,"(45, 65]",32187.0,1.0,1.0,46.0,3.0
28874,3,"(25, 30]",28875.0,0.0,0.0,27.0,2.0
4240,2,"(20, 25]",4241.0,1.0,1.0,21.0,1.0
24547,3,"(25, 30]",24548.0,0.0,1.0,27.0,1.0
37590,2,"(20, 25]",37591.0,1.0,1.0,25.0,2.0
33323,5,"(35, 40]",33324.0,0.0,0.0,39.0,2.0
22511,7,"(45, 65]",22512.0,1.0,1.0,54.0,1.0
136,7,"(45, 65]",137.0,0.0,0.0,55.0,1.0
34353,5,"(35, 40]",34354.0,0.0,1.0,39.0,1.0
32774,2,"(20, 25]",32775.0,0.0,0.0,25.0,1.0
9316,7,"(45, 65]",9317.0,1.0,0.0,65.0,2.0
10331,7,"(45, 65]",10332.0,0.0,0.0,64.0,3.0
22639,7,"(45, 65]",22640.0,1.0,1.0,47.0,3.0
37192,7,"(45, 65]",37193.0,0.0,0.0,47.0,2.0
38336,6,"(40, 45]",38337.0,1.0,1.0,45.0,5.0
14537,6,"(40, 45]",14538.0,0.0,0.0,41.0,1.0
15264,7,"(45, 65]",15265.0,0.0,1.0,46.0,1.0
2435,6,"(40, 45]",2436.0,0.0,1.0,42.0,2.0
11496,7,"(45, 65]",11497.0,0.0,0.0,48.0,1.0
32705,4,"(30, 35]",32706.0,1.0,0.0,33.0,1.0
19833,3,"(25, 30]",19834.0,0.0,1.0,28.0,3.0
38312,7,"(45, 65]",38313.0,1.0,0.0,47.0,2.0
30163,7,"(45, 65]",30164.0,1.0,1.0,59.0,2.0
15762,7,"(45, 65]",15763.0,0.0,0.0,54.0,1.0
31,6,"(40, 45]",32.0,0.0,0.0,45.0,1.0
35585,5,"(35, 40]",35586.0,1.0,1.0,36.0,2.0
20948,2,"(20, 25]",20949.0,1.0,1.0,25.0,1.0
18797,7,"(45, 65]",18798.0,0.0,0.0,53.0,2.0
8667,7,"(45, 65]",8668.0,0.0,1.0,54.0,1.0
7067,7,"(45, 65]",7068.0,0.0,1.0,56.0,3.0
27824,7,"(45, 65]",27825.0,1.0,1.0,47.0,1.0
27242,9,"(70, 150]",27243.0,1.0,1.0,75.0,1.0
38638,7,"(45, 65]",38639.0,0.0,1.0,56.0,1.0
15402,7,"(45, 65]",15403.0,1.0,1.0,58.0,2.0
36728,7,"(45, 65]",36729.0,0.0,0.0,62.0,3.0
32363,4,"(30, 35]",32364.0,0.0,1.0,32.0,1.0
34752,7,"(45, 65]",34753.0,1.0,1.0,60.0,1.0
14154,7,"(45, 65]",14155.0,0.0,1.0,48.0,1.0
5348,7,"(45, 65]",5349.0,0.0,1.0,50.0,1.0
12829,5,"(35, 40]",12830.0,0.0,0.0,36.0,1.0
10724,5,"(35, 40]",10725.0,0.0,0.0,39.0,1.0
17946,7,"(45, 65]",17947.0,0.0,1.0,50.0,1.0
10660,7,"(45, 65]",10661.0,1.0,1.0,63.0,1.0
25154,9,"(70, 150]",25155.0,1.0,1.0,75.0,1.0
